1,0E-11
1.1,0.13750357346
1.2,0.26303450095
1.3,0.37851176011
1.4,0.48542700269
1.5,0.58496271228
1.6,0.67807215034
1.7,0.76553502316
1.8,0.84799721320
1.9,0.92599975342
2.0,1.00000000000
2.1,1.07038971503
2.2,1.13750393503
2.3,1.20163429564
2.4,1.26303486252
2.5,1.32192857291
2.6,1.37851212175
2.7,1.43295992538
2.8,1.48542736430
2.9,1.53605345563
3.0,1.58496271226
3.1,1.63226880580
3.2,1.67807251184
3.3,1.72246664727
3.4,1.76553538475
3.5,1.80735557559
3.6,1.84799757483
3.7,1.88752595317
3.8,1.92600011498
3.9,1.96347483391
4.0,2.00000036163
4.1,2.03562464582
4.2,2.07039007645
4.3,2.10433742069
4.4,2.13750429658
4.5,2.16992578607
4.6,2.20163465729
4.7,2.23266156402
4.8,2.26303522413
4.9,2.29278257823
5.0,2.32192857290
5.1,2.35049809701
5.2,2.37851248321
5.3,2.40599322963
5.4,2.43296028695
5.5,2.45943250793
5.6,2.48542772590
5.7,2.51096282712
5.8,2.53605381726
5.9,2.56071588031
6.0,2.58496307383
6.1,2.60881018598
6.2,2.63226916721
6.3,2.65535278869
6.4,2.67807287341
6.5,2.70044069459
6.6,2.72246700889
6.7,2.74416208773
6.8,2.76553574633
6.9,2.78659736938
7.0,2.80735557559
7.1,2.82782004710
7.2,2.84799793627
7.3,2.86789750091
7.4,2.88752631476
7.5,2.90689164667
7.6,2.92600047659
7.7,2.94485951050
7.8,2.96347519551
7.9,2.98185373136
8.0,3.00000072319
8.1,3.01792299921
8.2,3.03562500727
8.3,3.05311244035
8.4,3.07039043803
8.5,3.08746395759
8.6,3.10433778233
8.7,3.12101652935
8.8,3.13750465821
8.9,3.15380647630
9.0,3.16992578610
9.1,3.18586769723
9.2,3.20163501875
9.3,3.21723187946
9.4,3.23266192560
9.5,3.24792868779
9.6,3.26303558571
9.7,3.27798593243
9.8,3.29278293983
9.9,3.30742972094
10.0,3.32192893451
10.1,3.33628459412
10.2,3.35049845848
10.3,3.36457364880
10.4,3.37851284478
10.5,3.39231864932
10.6,3.40599359126
10.7,3.41954012782
10.8,3.43296064855
10.9,3.44625747582
11.0,3.45943250797
11.1,3.47248902696
11.2,3.48542808732
11.3,3.49825213237
11.4,3.51096318868
11.5,3.52356323005
11.6,3.53605417886
11.7,3.54843790760
11.8,3.56071624194
11.9,3.57289096012
12.0,3.58496343544
12.1,3.59693644286
12.2,3.60881054743
12.3,3.62058771952
12.4,3.63226952878
12.5,3.64385750725
12.6,3.65535315036
12.7,3.66675791757
12.8,3.67807323502
12.9,3.68930049432
13.0,3.70044069461
13.1,3.71149624854
13.2,3.72246737029
13.3,3.73335569045
13.4,3.74416244933
13.5,3.75488885979
13.6,3.76553610794
13.7,3.77610535328
13.8,3.78659773103
13.9,3.79701435054
14.0,3.80735593720
14.1,3.81762463776
14.2,3.82782040854
14.3,3.83794462953
14.4,3.84799829785
14.5,3.85798239003
14.6,3.86789786258
14.7,3.87774565192
14.8,3.88752667636
14.9,3.89724183452
15.0,3.90689164673
15.1,3.91647806044
15.2,3.92600083795
15.3,3.93546117070
15.4,3.94485987211
15.5,3.95419774008
15.6,3.96347555711
15.7,3.97269409028
15.8,3.98185409301
15.9,3.99095630322
16.0,4.00000108479
16.1,4.00899023266
16.2,4.01792336062
16.3,4.02680151526
16.4,4.03562536886
16.5,4.04439558163
16.6,4.05311280199
16.7,4.06177766609
16.8,4.07039079962
16.9,4.07895281603
17.0,4.08746395766
17.1,4.09592590086
17.2,4.10433814367
17.3,4.11270161972
17.4,4.12101689095
17.5,4.12928450991
17.6,4.13750501979
17.7,4.14567895401
17.8,4.15380683797
17.9,4.16188918699
18.0,4.16992614765
18.1,4.17791930268
18.2,4.18586805863
18.3,4.19377325968
18.4,4.20163538030
18.5,4.20945488757
18.6,4.21723224109
18.7,4.22496789247
18.8,4.23266228718
18.9,4.24031586229
19.0,4.24792868784
19.1,4.25550227167
19.2,4.26303594707
19.3,4.27053048641
19.4,4.27798629403
19.5,4.28540376825
19.6,4.29278330140
19.7,4.30012527920
19.8,4.30743008261
19.9,4.31469808550
20.0,4.32192929605
